,% Change,Ask,Bid,Change,Contract Name,Implied Volatility,Last Price,Last Trade Date,Open Interest,Strike,Volume,expiry,spot,tipo,t_ano,moneyness
53,-9.11%,4.71,4.7,-0.47,SPY191115P00288000,0.1728,4.69,2019-09-06 11:49AM EDT,0,288.0,612,2019-11-15,298.05,puts,0.19166666666666668,1.0348958333333333
54,-8.22%,4.93,4.91,-0.44,SPY191115P00289000,0.17010000000000003,4.91,2019-09-06 11:24AM EDT,0,289.0,310,2019-11-15,298.05,puts,0.19166666666666668,1.0313148788927335
55,-9.24%,5.15,5.13,-0.52,SPY191115P00290000,0.1671,5.11,2019-09-06 11:46AM EDT,0,290.0,1038,2019-11-15,298.05,puts,0.19166666666666668,1.0277586206896552
56,-4.76%,5.4,5.37,-0.27,SPY191115P00291000,0.16449999999999998,5.4,2019-09-06 11:43AM EDT,0,291.0,637,2019-11-15,298.05,puts,0.19166666666666668,1.0242268041237115
57,-4.26%,5.65,5.63,-0.25,SPY191115P00292000,0.1617,5.62,2019-09-06 11:24AM EDT,0,292.0,324,2019-11-15,298.05,puts,0.19166666666666668,1.0207191780821918
58,-4.52%,5.92,5.9,-0.28,SPY191115P00293000,0.1589,5.92,2019-09-06 11:28AM EDT,0,293.0,225,2019-11-15,298.05,puts,0.19166666666666668,1.0172354948805462
59,-3.73%,6.19,6.17,-0.24,SPY191115P00294000,0.1558,6.2,2019-09-06 11:43AM EDT,0,294.0,1224,2019-11-15,298.05,puts,0.19166666666666668,1.0137755102040817
60,-6.53%,6.49,6.47,-0.45,SPY191115P00295000,0.153,6.44,2019-09-06 11:46AM EDT,0,295.0,598,2019-11-15,298.05,puts,0.19166666666666668,1.0103389830508476
61,-7.00%,6.81,6.78,-0.51,SPY191115P00296000,0.1502,6.78,2019-09-06 11:24AM EDT,0,296.0,418,2019-11-15,298.05,puts,0.19166666666666668,1.0069256756756757
62,-5.47%,7.14,7.11,-0.41,SPY191115P00297000,0.14730000000000001,7.09,2019-09-06 11:47AM EDT,0,297.0,500,2019-11-15,298.05,puts,0.19166666666666668,1.0035353535353535
63,-6.48%,7.5,7.46,-0.52,SPY191115P00298000,0.1446,7.5,2019-09-06 11:40AM EDT,0,298.0,283,2019-11-15,298.05,puts,0.19166666666666668,1.0001677852348994
64,-6.54%,7.87,7.86,-0.55,SPY191115P00299000,0.1417,7.86,2019-09-06 11:48AM EDT,0,299.0,147,2019-11-15,298.05,puts,0.19166666666666668,0.9968227424749164
65,-7.53%,8.27,8.25,-0.67,SPY191115P00300000,0.1389,8.23,2019-09-06 11:47AM EDT,0,300.0,255,2019-11-15,298.05,puts,0.19166666666666668,0.9935
66,-7.40%,8.7,8.67,-0.69,SPY191115P00301000,0.1363,8.64,2019-09-06 11:30AM EDT,0,301.0,116,2019-11-15,298.05,puts,0.19166666666666668,0.9901993355481727
67,-3.17%,9.17,9.12,-0.3,SPY191115P00302000,0.134,9.15,2019-09-06 11:26AM EDT,0,302.0,257,2019-11-15,298.05,puts,0.19166666666666668,0.9869205298013245
68,-3.68%,9.65,9.61,-0.37,SPY191115P00303000,0.13140000000000002,9.69,2019-09-06 10:18AM EDT,0,303.0,3,2019-11-15,298.05,puts,0.19166666666666668,0.9836633663366336
69,-,10.17,10.13,0.0,SPY191115P00304000,0.1291,11.04,2019-09-05 9:48AM EDT,0,304.0,8,2019-11-15,298.05,puts,0.19166666666666668,0.9804276315789474
70,-2.38%,10.73,10.67,-0.26,SPY191115P00305000,0.12710000000000002,10.66,2019-09-06 11:45AM EDT,0,305.0,43,2019-11-15,298.05,puts,0.19166666666666668,0.9772131147540984
71,-,11.34,11.29,0.0,SPY191115P00306000,0.12560000000000002,11.73,2019-09-05 1:28PM EDT,0,306.0,10,2019-11-15,298.05,puts,0.19166666666666668,0.9740196078431373
72,-24.89%,11.96,11.9,-3.94,SPY191115P00307000,0.12369999999999999,11.89,2019-09-06 11:36AM EDT,0,307.0,66,2019-11-15,298.05,puts,0.19166666666666668,0.9708469055374593
73,-1.41%,12.67,12.56,-0.18,SPY191115P00308000,0.1234,12.6,2019-09-06 11:39AM EDT,0,308.0,5,2019-11-15,298.05,puts,0.19166666666666668,0.9676948051948052
74,-3.64%,13.37,13.26,-0.5,SPY191115P00309000,0.1222,13.25,2019-09-06 11:36AM EDT,0,309.0,203,2019-11-15,298.05,puts,0.19166666666666668,0.9645631067961166
75,-0.91%,14.11,14.01,-0.13,SPY191115P00310000,0.1216,14.22,2019-09-06 10:14AM EDT,0,310.0,3,2019-11-15,298.05,puts,0.19166666666666668,0.9614516129032259
76,-28.33%,14.93,14.77,-5.83,SPY191115P00311000,0.12240000000000001,14.75,2019-09-06 11:44AM EDT,0,311.0,115,2019-11-15,298.05,puts,0.19166666666666668,0.9583601286173634
77,-3.03%,15.68,15.58,-0.49,SPY191115P00312000,0.121,15.68,2019-09-06 11:34AM EDT,0,312.0,224,2019-11-15,298.05,puts,0.19166666666666668,0.9552884615384616
78,-45.47%,16.5,16.4,-13.64,SPY191115P00313000,0.121,16.36,2019-09-06 11:45AM EDT,0,313.0,158,2019-11-15,298.05,puts,0.19166666666666668,0.9522364217252397
79,-3.14%,17.37,17.26,-0.56,SPY191115P00314000,0.122,17.25,2019-09-06 11:36AM EDT,0,314.0,3,2019-11-15,298.05,puts,0.19166666666666668,0.949203821656051
80,-2.47%,18.31,18.15,-0.46,SPY191115P00315000,0.1249,18.19,2019-09-06 11:17AM EDT,0,315.0,2,2019-11-15,298.05,puts,0.19166666666666668,0.9461904761904762
81,-1.70%,19.19,19.06,-0.33,SPY191115P00316000,0.12560000000000002,19.03,2019-09-06 10:42AM EDT,0,316.0,2,2019-11-15,298.05,puts,0.19166666666666668,0.9431962025316456
82,-,20.16,19.98,0.0,SPY191115P00317000,0.1291,24.58,2019-08-30 9:49AM EDT,0,317.0,1,2019-11-15,298.05,puts,0.19166666666666668,0.9402208201892744
83,-1.74%,21.1,20.94,-0.37,SPY191115P00318000,0.13140000000000002,20.92,2019-09-06 10:29AM EDT,0,318.0,10,2019-11-15,298.05,puts,0.19166666666666668,0.9372641509433962
84,-,28.06,27.77,0.0,SPY191115P00319000,0.28550000000000003,19.65,2019-08-01 12:54PM EDT,150,319.0,-,2019-11-15,298.05,puts,0.19166666666666668,0.9343260188087774
85,-,23.0,22.85,0.0,SPY191115P00320000,0.1364,31.1,2019-09-03 2:46PM EDT,0,320.0,1,2019-11-15,298.05,puts,0.19166666666666668,0.93140625
86,-,27.95,27.77,0.0,SPY191115P00325000,0.1547,33.18,2019-08-02 10:19AM EDT,0,325.0,1,2019-11-15,298.05,puts,0.19166666666666668,0.9170769230769231
87,-23.85%,32.94,32.75,-10.25,SPY191115P00330000,0.17350000000000002,32.73,2019-09-06 11:31AM EDT,0,330.0,5,2019-11-15,298.05,puts,0.19166666666666668,0.9031818181818182
0,-,247.25,246.87,0.0,SPY200117C00050000,0.0,245.53,2019-06-20 3:33PM EDT,0,50.0,30,2020-01-17,298.05,calls,0.36666666666666664,5.961
1,-,237.3,236.91,0.0,SPY200117C00060000,0.0,235.56,2019-06-20 3:34PM EDT,0,60.0,60,2020-01-17,298.05,calls,0.36666666666666664,4.9675
2,-,227.34,226.96,0.0,SPY200117C00070000,0.0,225.58,2019-06-20 3:34PM EDT,0,70.0,207,2020-01-17,298.05,calls,0.36666666666666664,4.2578571428571435
3,-,213.57,213.09,0.0,SPY200117C00085000,0.8916,196.17,2019-06-07 10:58AM EDT,0,85.0,10,2020-01-17,298.05,calls,0.36666666666666664,3.5064705882352944
4,-,207.47,207.05,0.0,SPY200117C00090000,0.0,205.58,2019-06-20 3:32PM EDT,0,90.0,102,2020-01-17,298.05,calls,0.36666666666666664,3.311666666666667
5,-,203.62,203.15,0.0,SPY200117C00095000,0.835,187.94,2019-06-07 10:58AM EDT,0,95.0,2,2020-01-17,298.05,calls,0.36666666666666664,3.137368421052632
6,-,198.62,198.28,0.0,SPY200117C00100000,0.8188,192.85,2019-09-04 10:51AM EDT,0,100.0,4,2020-01-17,298.05,calls,0.36666666666666664,2.9805
7,-,192.25,192.0,0.0,SPY200117C00105000,0.0,173.88,2019-06-10 12:04AM EDT,0,105.0,0,2020-01-17,298.05,calls,0.36666666666666664,2.8385714285714285
8,-,187.49,187.14,0.0,SPY200117C00110000,0.0,186.02,2019-06-20 3:47PM EDT,0,110.0,-,2020-01-17,298.05,calls,0.36666666666666664,2.7095454545454545
9,-,177.6,177.18,0.0,SPY200117C00120000,0.0,175.54,2019-06-20 3:33PM EDT,3,120.0,9,2020-01-17,298.05,calls,0.36666666666666664,2.48375
10,-,167.57,167.23,0.0,SPY200117C00130000,0.0,165.53,2019-06-20 3:34PM EDT,2,130.0,12,2020-01-17,298.05,calls,0.36666666666666664,2.292692307692308
11,-,162.41,162.12,0.0,SPY200117C00135000,0.0,115.01,2019-06-10 12:04AM EDT,0,135.0,0,2020-01-17,298.05,calls,0.36666666666666664,2.207777777777778
12,-,158.65,158.3,0.0,SPY200117C00140000,0.5864,154.0,2019-08-22 9:37AM EDT,0,140.0,1,2020-01-17,298.05,calls,0.36666666666666664,2.1289285714285717
13,-,152.45,152.17,0.0,SPY200117C00145000,0.0,135.3,2019-06-10 12:04AM EDT,0,145.0,0,2020-01-17,298.05,calls,0.36666666666666664,2.0555172413793104
14,-,137.53,137.19,0.0,SPY200117C00150000,0.0,150.5,2019-07-17 9:35AM EDT,0,150.0,10,2020-01-17,298.05,calls,0.36666666666666664,1.987
15,-,132.51,132.05,0.0,SPY200117C00155000,0.0,145.5,2019-07-17 9:35AM EDT,0,155.0,6,2020-01-17,298.05,calls,0.36666666666666664,1.9229032258064518
16,-,133.11,132.57,0.0,SPY200117C00160000,0.0,142.25,2019-07-26 1:04PM EDT,6,160.0,3,2020-01-17,298.05,calls,0.36666666666666664,1.8628125
17,-,132.76,132.41,0.0,SPY200117C00165000,0.0,130.95,2019-06-20 3:46PM EDT,16,165.0,48,2020-01-17,298.05,calls,0.36666666666666664,1.8063636363636364
18,-,127.79,127.44,0.0,SPY200117C00170000,0.0,126.0,2019-06-20 3:47PM EDT,4,170.0,69,2020-01-17,298.05,calls,0.36666666666666664,1.7532352941176472
19,-,122.83,122.48,0.0,SPY200117C00175000,0.0,120.29,2019-06-20 2:50PM EDT,0,175.0,385,2020-01-17,298.05,calls,0.36666666666666664,1.7031428571428573
20,-,112.18,111.39,0.0,SPY200117C00180000,0.0,120.65,2019-07-24 11:06AM EDT,14,180.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.6558333333333335
21,-,113.69,113.35,0.0,SPY200117C00185000,0.4143,112.99,2019-09-05 3:53PM EDT,0,185.0,4,2020-01-17,298.05,calls,0.36666666666666664,1.6110810810810812
22,-,108.68,108.37,0.0,SPY200117C00190000,0.39280000000000004,99.64,2019-08-27 10:09AM EDT,0,190.0,4,2020-01-17,298.05,calls,0.36666666666666664,1.568684210526316
23,-,106.17,105.89,0.0,SPY200117C00195000,0.5164,94.8,2019-06-13 12:56PM EDT,3,195.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.5284615384615385
24,-,100.95,100.68,0.0,SPY200117C00197000,0.0,72.56,2019-06-10 12:05AM EDT,2,197.0,0,2020-01-17,298.05,calls,0.36666666666666664,1.5129441624365483
25,-,101.4,100.95,0.0,SPY200117C00198000,0.4177,85.1,2019-06-07 10:57AM EDT,5,198.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.5053030303030304
26,-,98.99,98.69,0.0,SPY200117C00199000,0.0,67.0,2019-06-10 12:05AM EDT,3,199.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.4977386934673367
27,-,98.73,98.4,0.0,SPY200117C00200000,0.35850000000000004,92.81,2019-08-19 11:11AM EDT,0,200.0,3,2020-01-17,298.05,calls,0.36666666666666664,1.49025
28,-,98.89,98.56,0.0,SPY200117C00201000,0.433,89.1,2019-06-17 1:12PM EDT,0,201.0,9,2020-01-17,298.05,calls,0.36666666666666664,1.4828358208955223
29,-,96.73,96.41,0.0,SPY200117C00202000,0.3508,91.92,2019-08-13 12:21PM EDT,0,202.0,10,2020-01-17,298.05,calls,0.36666666666666664,1.4754950495049506
30,-,98.78,98.57,0.0,SPY200117C00204000,0.5333,89.63,2019-06-27 12:14PM EDT,-,204.0,-,2020-01-17,298.05,calls,0.36666666666666664,1.461029411764706
31,-,93.74,93.43,0.0,SPY200117C00205000,0.3403,87.01,2019-08-05 1:36PM EDT,0,205.0,14,2020-01-17,298.05,calls,0.36666666666666664,1.4539024390243902
32,-,94.83,94.54,0.0,SPY200117C00206000,0.45399999999999996,86.61,2019-06-25 3:47PM EDT,10,206.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.446844660194175
33,-,90.78,90.46,0.0,SPY200117C00208000,0.3323,85.85,2019-08-22 10:02AM EDT,0,208.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.4329326923076924
34,-,88.81,88.49,0.0,SPY200117C00210000,0.3272,80.0,2019-08-16 2:50PM EDT,0,210.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.4192857142857143
35,-,82.02,81.65,0.0,SPY200117C00211000,0.0,85.5,2019-08-01 4:08PM EDT,59,211.0,40,2020-01-17,298.05,calls,0.36666666666666664,1.4125592417061612
36,-,81.04,80.68,0.0,SPY200117C00212000,0.0,84.4,2019-08-01 4:11PM EDT,12,212.0,40,2020-01-17,298.05,calls,0.36666666666666664,1.4058962264150945
37,-,85.84,85.53,0.0,SPY200117C00213000,0.3182,81.75,2019-08-02 3:41PM EDT,0,213.0,40,2020-01-17,298.05,calls,0.36666666666666664,1.3992957746478873
38,-,84.86,84.55,0.0,SPY200117C00214000,0.316,71.0,2019-08-05 4:07PM EDT,0,214.0,40,2020-01-17,298.05,calls,0.36666666666666664,1.3927570093457944
39,-,72.61,72.26,0.0,SPY200117C00215000,0.0,86.35,2019-07-24 10:07AM EDT,341,215.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.3862790697674419
40,-,81.43,81.05,0.0,SPY200117C00216000,0.0,61.91,2019-05-31 3:18PM EDT,12,216.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.3798611111111112
41,-,81.42,81.15,0.0,SPY200117C00217000,0.26539999999999997,38.5,2019-06-10 12:05AM EDT,10,217.0,10,2020-01-17,298.05,calls,0.36666666666666664,1.3735023041474654
42,-,80.46,80.18,0.0,SPY200117C00218000,0.2664,48.13,2019-06-10 12:05AM EDT,4,218.0,4,2020-01-17,298.05,calls,0.36666666666666664,1.3672018348623853
43,-,79.0,78.71,0.0,SPY200117C00220000,0.3031,78.29,2019-09-05 3:46PM EDT,0,220.0,4,2020-01-17,298.05,calls,0.36666666666666664,1.3547727272727272
44,-,77.99,77.7,0.0,SPY200117C00221000,0.2987,71.85,2019-08-19 10:27AM EDT,0,221.0,3,2020-01-17,298.05,calls,0.36666666666666664,1.3486425339366517
45,-,77.97,77.54,0.0,SPY200117C00222000,0.3458,55.44,2019-06-07 10:57AM EDT,5,222.0,-,2020-01-17,298.05,calls,0.36666666666666664,1.3425675675675677
46,-,75.08,74.77,0.0,SPY200117C00224000,0.293,70.2,2019-08-08 3:03PM EDT,0,224.0,3,2020-01-17,298.05,calls,0.36666666666666664,1.3305803571428572
47,-,74.12,73.8,0.0,SPY200117C00225000,0.2915,68.3,2019-08-29 11:33AM EDT,0,225.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.3246666666666667
48,-,72.78,72.51,0.0,SPY200117C00226000,0.2664,52.38,2019-06-10 12:05AM EDT,20,226.0,20,2020-01-17,298.05,calls,0.36666666666666664,1.3188053097345134
49,-,73.16,72.73,0.0,SPY200117C00227000,0.3328,59.54,2019-06-07 11:12AM EDT,17,227.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.3129955947136565
50,-,70.86,70.6,0.0,SPY200117C00228000,0.2645,55.89,2019-06-10 12:05AM EDT,5,228.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.3072368421052631
51,-,70.23,69.96,0.0,SPY200117C00229000,0.2825,58.2,2019-08-15 10:52AM EDT,0,229.0,100,2020-01-17,298.05,calls,0.36666666666666664,1.301528384279476
52,-,69.29,69.0,0.0,SPY200117C00230000,0.2817,69.0,2019-09-05 11:36AM EDT,0,230.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.2958695652173913
53,-,69.32,68.9,0.0,SPY200117C00231000,0.3221,62.53,2019-06-07 10:57AM EDT,14,231.0,4,2020-01-17,298.05,calls,0.36666666666666664,1.2902597402597402
54,-,68.37,67.95,0.0,SPY200117C00232000,0.3197,47.37,2019-06-07 10:57AM EDT,55,232.0,45,2020-01-17,298.05,calls,0.36666666666666664,1.284698275862069
55,-,66.22,65.86,0.0,SPY200117C00233000,0.2669,64.3,2019-06-20 10:03AM EDT,352,233.0,77,2020-01-17,298.05,calls,0.36666666666666664,1.2791845493562233
56,-,65.87,65.56,0.0,SPY200117C00234000,0.2922,44.9,2019-06-03 10:06AM EDT,216,234.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.2737179487179489
57,-,64.49,64.23,0.0,SPY200117C00235000,0.2721,64.21,2019-09-05 11:36AM EDT,0,235.0,3,2020-01-17,298.05,calls,0.36666666666666664,1.2682978723404257
58,-,63.55,63.25,0.0,SPY200117C00236000,0.2709,52.32,2019-08-26 10:20AM EDT,0,236.0,4,2020-01-17,298.05,calls,0.36666666666666664,1.2629237288135593
59,-,63.62,63.21,0.0,SPY200117C00237000,0.3073,47.94,2019-06-07 10:57AM EDT,57,237.0,45,2020-01-17,298.05,calls,0.36666666666666664,1.2575949367088608
60,-,61.63,61.37,0.0,SPY200117C00238000,0.26649999999999996,61.14,2019-09-05 11:13AM EDT,0,238.0,72,2020-01-17,298.05,calls,0.36666666666666664,1.252310924369748
61,-,60.45,60.21,0.0,SPY200117C00239000,0.255,33.97,2019-06-10 12:05AM EDT,87,239.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.247071129707113
62,-,59.76,59.5,0.0,SPY200117C00240000,0.2639,59.48,2019-09-05 11:36AM EDT,0,240.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.241875
63,-,58.8,58.53,0.0,SPY200117C00241000,0.2615,47.89,2019-08-26 10:20AM EDT,0,241.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.2367219917012449
64,+5.16%,57.88,57.61,2.81,SPY200117C00242000,0.2606,57.26,2019-09-06 9:30AM EDT,428,242.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.231611570247934
65,-,56.84,56.51,0.0,SPY200117C00243000,0.2551,53.58,2019-06-20 12:56PM EDT,291,243.0,25,2020-01-17,298.05,calls,0.36666666666666664,1.2265432098765432
66,-,55.91,55.58,0.0,SPY200117C00244000,0.25379999999999997,52.99,2019-06-20 1:05PM EDT,229,244.0,60,2020-01-17,298.05,calls,0.36666666666666664,1.221516393442623
67,-,55.05,54.79,0.0,SPY200117C00245000,0.2548,54.41,2019-09-05 2:57PM EDT,0,245.0,76,2020-01-17,298.05,calls,0.36666666666666664,1.216530612244898
68,-,54.14,53.87,0.0,SPY200117C00246000,0.25379999999999997,49.02,2019-08-21 12:13PM EDT,0,246.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.2115853658536586
69,-,53.21,52.93,0.0,SPY200117C00247000,0.2521,44.94,2019-08-05 9:35AM EDT,0,247.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.2066801619433198
70,-,52.26,52.0,0.0,SPY200117C00248000,0.24960000000000002,42.86,2019-08-23 2:48PM EDT,0,248.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.2018145161290323
71,-,46.4,46.06,0.0,SPY200117C00249000,0.0,51.04,2019-07-31 2:51PM EDT,100,249.0,8,2020-01-17,298.05,calls,0.36666666666666664,1.196987951807229
72,-,50.4,50.16,0.0,SPY200117C00250000,0.2459,50.05,2019-09-06 10:00AM EDT,0,250.0,4,2020-01-17,298.05,calls,0.36666666666666664,1.1922000000000001
73,-,49.51,49.24,0.0,SPY200117C00251000,0.2451,49.09,2019-09-05 10:29AM EDT,0,251.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.1874501992031874
74,-,48.57,48.34,0.0,SPY200117C00252000,0.2427,43.85,2019-08-29 2:29PM EDT,115,252.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.1827380952380953
75,-,47.66,47.43,0.0,SPY200117C00253000,0.2412,38.3,2019-08-23 12:27PM EDT,113,253.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.1780632411067193
76,-,37.83,37.45,0.0,SPY200117C00254000,0.0,49.35,2019-07-12 9:49AM EDT,0,254.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.1734251968503937
77,-,45.85,45.59,0.0,SPY200117C00255000,0.23800000000000002,45.08,2019-09-05 2:33PM EDT,0,255.0,5,2020-01-17,298.05,calls,0.36666666666666664,1.1688235294117648
78,-,40.3,40.1,0.0,SPY200117C00256000,0.0,43.66,2019-07-02 12:13PM EDT,0,256.0,35,2020-01-17,298.05,calls,0.36666666666666664,1.1642578125
79,-,44.02,43.78,0.0,SPY200117C00257000,0.2341,34.83,2019-08-23 1:53PM EDT,0,257.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.159727626459144
80,-,43.13,42.9,0.0,SPY200117C00258000,0.23260000000000003,33.66,2019-08-06 10:20AM EDT,109,258.0,46,2020-01-17,298.05,calls,0.36666666666666664,1.1552325581395348
81,-,42.22,42.0,0.0,SPY200117C00259000,0.2306,38.48,2019-08-08 3:59PM EDT,106,259.0,8,2020-01-17,298.05,calls,0.36666666666666664,1.1507722007722008
82,+17.76%,41.32,41.12,6.23,SPY200117C00260000,0.22870000000000001,41.3,2019-09-06 11:13AM EDT,0,260.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.146346153846154
83,-,40.43,40.25,0.0,SPY200117C00261000,0.22699999999999998,34.86,2019-08-29 10:37AM EDT,0,261.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.141954022988506
84,-,39.54,39.33,0.0,SPY200117C00262000,0.22519999999999998,34.6,2019-08-13 1:19PM EDT,63,262.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.1375954198473284
85,-,38.65,38.45,0.0,SPY200117C00263000,0.22329999999999997,38.15,2019-09-05 10:00AM EDT,729,263.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.1332699619771864
86,-,37.79,37.57,0.0,SPY200117C00264000,0.222,37.9,2019-09-05 10:16AM EDT,0,264.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.1289772727272727
87,-,36.89,36.7,0.0,SPY200117C00265000,0.21969999999999998,37.0,2019-09-05 10:36AM EDT,0,265.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.1247169811320754
88,-,36.02,35.83,0.0,SPY200117C00266000,0.218,36.0,2019-09-05 10:35AM EDT,1053,266.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.1204887218045114
89,-,35.14,34.96,0.0,SPY200117C00267000,0.21600000000000003,30.56,2019-08-21 10:09AM EDT,204,267.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.1162921348314607
90,-,34.27,34.09,0.0,SPY200117C00268000,0.214,29.57,2019-08-26 9:53AM EDT,0,268.0,23,2020-01-17,298.05,calls,0.36666666666666664,1.1121268656716419
91,-,33.43,33.22,0.0,SPY200117C00269000,0.2127,28.12,2019-08-08 10:23AM EDT,0,269.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.107992565055762
92,-,32.52,32.36,0.0,SPY200117C00270000,0.20980000000000001,32.1,2019-09-05 12:26PM EDT,0,270.0,111,2020-01-17,298.05,calls,0.36666666666666664,1.103888888888889
93,-,31.7,31.53,0.0,SPY200117C00271000,0.2086,31.1,2019-09-05 2:33PM EDT,1955,271.0,5,2020-01-17,298.05,calls,0.36666666666666664,1.0998154981549817
94,-,30.85,30.68,0.0,SPY200117C00272000,0.20670000000000002,27.17,2019-08-09 2:34PM EDT,3480,272.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.0957720588235293
95,-,30.0,29.83,0.0,SPY200117C00273000,0.2047,21.97,2019-08-26 9:57AM EDT,0,273.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.0917582417582419
96,-,29.16,29.01,0.0,SPY200117C00274000,0.2028,25.29,2019-08-29 12:46PM EDT,0,274.0,983,2020-01-17,298.05,calls,0.36666666666666664,1.0877737226277373
97,+0.21%,28.32,28.15,0.06,SPY200117C00275000,0.20079999999999998,28.15,2019-09-06 10:24AM EDT,0,275.0,12,2020-01-17,298.05,calls,0.36666666666666664,1.0838181818181818
98,+0.37%,27.51,27.29,0.1,SPY200117C00276000,0.1993,27.4,2019-09-06 11:18AM EDT,0,276.0,3,2020-01-17,298.05,calls,0.36666666666666664,1.0798913043478262
99,-,26.7,26.46,0.0,SPY200117C00277000,0.19760000000000003,26.6,2019-08-30 3:00PM EDT,1178,277.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.0759927797833935
100,-,25.86,25.64,0.0,SPY200117C00278000,0.1953,22.18,2019-08-29 3:50PM EDT,2416,278.0,19,2020-01-17,298.05,calls,0.36666666666666664,1.0721223021582735
101,-,25.07,24.82,0.0,SPY200117C00279000,0.1937,24.67,2019-09-05 12:06PM EDT,2414,279.0,173,2020-01-17,298.05,calls,0.36666666666666664,1.0682795698924732
102,+0.21%,24.25,24.02,0.05,SPY200117C00280000,0.19149999999999998,24.08,2019-09-06 11:42AM EDT,0,280.0,12,2020-01-17,298.05,calls,0.36666666666666664,1.0644642857142859
103,-,23.43,23.21,0.0,SPY200117C00281000,0.1892,23.29,2019-09-05 3:26PM EDT,3334,281.0,10,2020-01-17,298.05,calls,0.36666666666666664,1.06067615658363
104,-,22.65,22.42,0.0,SPY200117C00282000,0.18739999999999998,22.07,2019-09-05 4:04PM EDT,1313,282.0,31,2020-01-17,298.05,calls,0.36666666666666664,1.0569148936170214
105,-,21.83,21.65,0.0,SPY200117C00283000,0.18489999999999998,21.47,2019-09-05 12:55PM EDT,0,283.0,14,2020-01-17,298.05,calls,0.36666666666666664,1.0531802120141343
106,-,21.06,20.84,0.0,SPY200117C00284000,0.18309999999999998,20.85,2019-09-05 10:10AM EDT,0,284.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.0494718309859155
107,+1.86%,20.3,20.07,0.37,SPY200117C00285000,0.1813,20.22,2019-09-06 10:39AM EDT,0,285.0,2,2020-01-17,298.05,calls,0.36666666666666664,1.0457894736842106
108,-,19.49,19.3,0.0,SPY200117C00286000,0.17850000000000002,19.16,2019-09-05 3:53PM EDT,0,286.0,9,2020-01-17,298.05,calls,0.36666666666666664,1.0421328671328671
109,-,18.73,18.53,0.0,SPY200117C00287000,0.1765,18.46,2019-09-03 3:58PM EDT,3833,287.0,3,2020-01-17,298.05,calls,0.36666666666666664,1.0385017421602787
110,-1.73%,18.01,17.78,-0.31,SPY200117C00288000,0.17489999999999997,17.65,2019-09-06 10:00AM EDT,2046,288.0,1,2020-01-17,298.05,calls,0.36666666666666664,1.0348958333333333
