contractSymbol,lastTradeDate,strike,preco,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type_option,spot,expiry,ano_vencimento,moneyness
SPY201113C00309000,2020-11-09 20:02:33,309.0,50.89,44.53,44.8,0.0,0.0,2.0,2.0,0.8911143701171874,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.099546925566343
SPY201113C00310000,2020-11-09 19:24:15,310.0,41.09,43.69,43.92,-7.130001,-14.786397,3.0,28.0,0.9008798974609374,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0959999999999999
SPY201113C00311000,2020-11-05 15:55:54,311.0,40.4,42.47,43.38,0.0,0.0,,63.0,0.9047861083984375,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.092475884244373
SPY201113C00312000,2020-11-05 19:49:47,312.0,39.82,41.7,41.85,0.0,0.0,2.0,3.0,0.8608412353515625,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.088974358974359
SPY201113C00312500,2020-11-06 14:30:38,312.5,37.75,41.05,41.41,0.0,0.0,1.0,520.0,0.8442398388671875,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.087232
SPY201113C00313000,2020-11-10 15:25:50,313.0,39.77,40.68,40.97,2.2400017,5.968563,1.0,48.0,0.852540537109375,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0854952076677316
SPY201113C00314000,2020-11-06 15:41:34,314.0,35.67,39.58,39.98,0.0,0.0,1.0,1.0,0.8273943041992187,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0820382165605096
SPY201113C00315000,2020-11-09 20:40:12,315.0,43.99,38.6,38.84,0.0,0.0,4.0,113.0,0.7995625512695312,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0786031746031746
SPY201113C00316000,2020-10-29 15:31:34,316.0,18.6,37.66,37.88,0.0,0.0,,87.0,0.79101771484375,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0751898734177214
SPY201113C00317000,2020-11-05 19:56:14,317.0,34.65,36.66,36.91,0.0,0.0,5.0,2.0,0.7763694238281251,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0717981072555205
SPY201113C00317500,2020-11-04 20:12:15,317.5,27.85,36.2,36.34,0.0,0.0,2.0,34.0,0.7651390673828126,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0701102362204724
SPY201113C00318000,2020-11-06 21:06:49,318.0,32.47,35.74,35.97,0.0,0.0,26.0,1821.0,0.770510107421875,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0684276729559747
SPY201113C00319000,2020-11-06 21:01:19,319.0,42.94,34.69,34.92,0.0,0.0,1.0,20.0,0.745119736328125,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.065078369905956
SPY201113C00320000,2020-11-10 16:06:56,320.0,32.9,33.65,34.02,-2.2999992,-6.5340886,5.0,459.0,0.7324245507812499,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.06175
SPY201113C00321000,2020-11-09 19:32:26,321.0,38.27,32.84,33.03,0.0,0.0,26.0,267.0,0.7304714453125,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.058442367601246
SPY201113C00322000,2020-11-06 18:41:43,322.0,39.88,31.69,31.91,0.0,0.0,1.0,200.0,0.6921417504882813,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0551552795031056
SPY201113C00322500,2020-11-09 16:12:17,322.5,36.98,31.28,31.46,0.0,0.0,19.0,188.0,0.6940948559570312,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0535193798449611
SPY201113C00323000,2020-11-09 20:00:02,323.0,36.7,30.72,30.98,0.0,0.0,43.0,411.0,0.6821320849609377,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0518885448916409
SPY201113C00324000,2020-11-09 20:29:22,324.0,34.66,29.78,30.01,0.0,0.0,2.0,168.0,0.6711458666992189,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.048641975308642
SPY201113C00325000,2020-11-10 16:08:36,325.0,27.83,28.84,29.09,-4.0699997,-12.75862,1.0,348.0,0.663333444824219,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0454153846153846
SPY201113C00326000,2020-11-10 17:20:53,326.0,29.0,27.35,28.16,-0.29999924,-1.0238882,3.0,404.0,0.6154823608398439,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0422085889570551
SPY201113C00327000,2020-11-09 16:25:49,327.0,27.3,26.8,26.96,-1.960001,-6.698568,5.0,423.0,0.6157264990234376,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0390214067278287
SPY201113C00327500,2020-11-06 18:23:28,327.5,23.43,26.29,26.4,0.0,0.0,2.0,309.0,0.601810622558594,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0374351145038168
SPY201113C00328000,2020-11-10 14:33:29,328.0,24.79,25.73,26.1,-8.669998,-25.911531,11.0,926.0,0.6025430371093752,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0358536585365854
SPY201113C00329000,2020-11-10 17:23:09,329.0,26.11,24.72,24.89,-3.6599998,-12.294256,1.0,733.0,0.5695843823242188,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0327051671732523
SPY201113C00330000,2020-11-10 17:23:09,330.0,25.11,23.82,23.99,-0.6899986,-2.6744134,25.0,1015.0,0.5651898950195313,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0295757575757576
SPY201113C00331000,2020-11-10 17:05:42,331.0,24.15,22.89,23.05,0.0,0.0,25.0,477.0,0.5551802294921876,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0264652567975832
SPY201113C00332000,2020-11-10 15:53:42,332.0,19.9,21.74,22.05,-7.200001,-26.568268,23.0,684.0,0.5273484765625001,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0233734939759036
SPY201113C00332500,2020-11-09 16:36:41,332.5,25.1,21.29,21.55,0.0,0.0,48.0,402.0,0.5212450219726561,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0218345864661653
SPY201113C00333000,2020-11-09 18:26:36,333.0,19.01,20.93,21.06,-9.449999,-33.204494,4.0,778.0,0.5212450219726561,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0203003003003002
SPY201113C00334000,2020-11-10 17:42:34,334.0,20.21,19.77,20.0,-4.720001,-18.933018,20.0,890.0,0.5031787963867188,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0172455089820358
SPY201113C00335000,2020-11-10 17:54:37,335.0,19.69,18.69,19.26,0.19000053,0.9743617,6.0,852.0,0.5136767382812499,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0142089552238807
SPY201113C00336000,2020-11-10 17:25:08,336.0,18.94,17.95,18.06,-4.1800003,-18.079586,9.0,1316.0,0.4721732470703125,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0111904761904762
SPY201113C00337000,2020-11-10 17:50:12,337.0,17.74,17.01,17.21,-5.76,-24.51064,19.0,1013.0,0.46924358886718753,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0081899109792285
SPY201113C00337500,2020-11-10 17:34:13,337.5,17.01,16.52,16.64,-9.07,-34.777607,35.0,806.0,0.4519097778320313,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0066962962962962
SPY201113C00338000,2020-11-10 16:27:23,338.0,15.65,16.08,16.41,-2.4400005,-13.488118,10.0,1706.0,0.46973186523437505,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.005207100591716
SPY201113C00339000,2020-11-10 18:04:54,339.0,15.94,14.99,15.27,-2.9800005,-15.750532,237.0,1319.0,0.43555251953125,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,1.0022418879056048
SPY201113C00340000,2020-11-10 17:42:14,340.0,14.39,14.21,14.33,-1.0899992,-7.041339,425.0,3861.0,0.4211483666992188,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9992941176470588
SPY201113C00341000,2020-11-10 17:02:08,341.0,13.91,13.23,13.33,-2.3999996,-14.714897,13.0,1772.0,0.40039662109375,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9963636363636363
SPY201113C00342000,2020-11-10 17:07:44,342.0,12.42,12.27,12.35,-3.12,-20.077219,88.0,1404.0,0.3813538427734374,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9934502923976608
SPY201113C00342500,2020-11-10 18:02:34,342.5,12.56,11.88,11.96,-1.04,-7.6470585,16.0,922.0,0.3807434973144531,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.992
SPY201113C00343000,2020-11-10 18:13:05,343.0,11.65,11.43,11.5,-3.4700003,-22.949738,121.0,3270.0,0.37354142089843745,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9905539358600582
SPY201113C00344000,2020-11-10 17:32:43,344.0,11.24,10.57,10.66,-3.4300003,-23.381052,119.0,1630.0,0.36511865356445317,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9876744186046511
SPY201113C00345000,2020-11-10 18:02:34,345.0,10.34,9.77,9.82,-0.8299999,-7.430617,314.0,3469.0,0.35547519531249994,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9848115942028985
SPY201113C00346000,2020-11-10 17:42:00,346.0,8.95,8.87,8.93,-1.7300005,-16.198505,142.0,1444.0,0.3407048352050781,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9819653179190752
SPY201113C00347000,2020-11-10 17:51:07,347.0,8.36,7.99,8.06,-0.52000046,-5.8558607,714.0,3487.0,0.3263006823730469,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9791354466858789
SPY201113C00347500,2020-11-10 18:02:34,347.5,8.21,7.67,7.73,-0.3800001,-4.42375,250.0,1849.0,0.32642275146484373,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.977726618705036
SPY201113C00348000,2020-11-10 16:37:22,348.0,7.48,7.26,7.31,-1.2999997,-14.8063755,268.0,2578.0,0.3194648132324218,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9763218390804598
SPY201113C00349000,2020-11-10 18:13:05,349.0,6.64,6.48,6.54,-1.25,-15.842839,344.0,2863.0,0.3094551477050781,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9735243553008596
SPY201113C00350000,2020-11-10 18:15:57,350.0,5.72,5.73,5.78,-1.44,-20.111734,3141.0,7670.0,0.29822479125976553,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9707428571428571
SPY201113C00351000,2020-11-10 18:11:26,351.0,5.27,5.02,5.06,-1.3600001,-20.512823,1733.0,4985.0,0.28784891845703114,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.967977207977208
SPY201113C00352000,2020-11-10 18:11:08,352.0,4.73,4.37,4.39,-1.23,-20.637585,6853.0,3151.0,0.27857166748046874,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9652272727272727
SPY201113C00352500,2020-11-10 18:15:11,352.5,4.1,4.05,4.07,-1.1500001,-21.904764,2007.0,2903.0,0.2740551110839844,True,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9638581560283688
SPY201113C00353000,2020-11-10 18:16:15,353.0,3.83,3.77,3.8,-1.54,-28.67784,7769.0,3149.0,0.2722240747070312,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9624929178470255
SPY201113C00354000,2020-11-10 18:14:53,354.0,3.2,3.19,3.21,-1.3399999,-29.515415,11193.0,2731.0,0.26319096191406255,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.959774011299435
SPY201113C00355000,2020-11-10 18:16:06,355.0,2.75,2.71,2.72,-1.1700001,-29.84694,16120.0,9878.0,0.2580640600585938,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9570704225352112
SPY201113C00356000,2020-11-10 18:13:57,356.0,2.29,2.23,2.24,-1.1600001,-33.62319,4901.0,2509.0,0.2503737072753906,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9543820224719101
SPY201113C00357000,2020-11-10 18:16:08,357.0,1.88,1.87,1.89,-1.0300001,-35.39519,4723.0,3469.0,0.249030947265625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9517086834733893
SPY201113C00357500,2020-11-10 18:05:47,357.5,1.94,1.65,1.67,-0.74,-27.61194,1143.0,1130.0,0.2436599072265625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9503776223776224
SPY201113C00358000,2020-11-10 18:14:40,358.0,1.5,1.51,1.53,-0.99,-39.759037,5626.0,5756.0,0.2436599072265625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.949050279329609
SPY201113C00359000,2020-11-10 18:14:10,359.0,1.21,1.2,1.21,-0.93000007,-43.457947,2334.0,3443.0,0.23780059082031246,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9464066852367687
SPY201113C00360000,2020-11-10 18:16:03,360.0,0.93,0.92,0.94,-0.81,-46.551723,14289.0,16555.0,0.23230748168945312,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9437777777777777
SPY201113C00361000,2020-11-10 18:13:41,361.0,0.76,0.71,0.73,-0.71000004,-48.29932,2869.0,3865.0,0.22876747802734376,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9411634349030471
SPY201113C00362000,2020-11-10 18:14:40,362.0,0.56,0.57,0.58,-0.60999995,-52.13675,4258.0,7547.0,0.22827920166015625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9385635359116021
SPY201113C00362500,2020-11-10 18:13:56,362.5,0.5,0.48,0.49,-0.53999996,-51.923073,1247.0,3369.0,0.22461712890624996,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9372689655172414
SPY201113C00363000,2020-11-10 18:15:45,363.0,0.42,0.42,0.43,-0.53,-55.78947,3302.0,9365.0,0.2238847143554687,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9359779614325069
SPY201113C00364000,2020-11-10 18:13:54,364.0,0.34,0.33,0.34,-0.43999997,-56.410255,4336.0,8558.0,0.22461712890624996,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9334065934065934
SPY201113C00365000,2020-11-10 18:15:57,365.0,0.24,0.24,0.25,-0.37,-60.65574,13485.0,14178.0,0.22217574707031246,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9308493150684931
SPY201113C00366000,2020-11-10 18:11:30,366.0,0.21,0.19,0.2,-0.28000003,-57.14286,1534.0,6892.0,0.22412885253906245,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9283060109289617
SPY201113C00367000,2020-11-10 18:07:35,367.0,0.17,0.15,0.16,-0.21999998,-56.410255,635.0,5845.0,0.22657023437499998,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9257765667574932
SPY201113C00368000,2020-11-10 18:11:40,368.0,0.11,0.1,0.11,-0.17999999,-62.068966,1436.0,4047.0,0.22315229980468748,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9232608695652174
SPY201113C00369000,2020-11-10 18:16:05,369.0,0.08,0.08,0.09,-0.15,-65.21739,1386.0,2568.0,0.22657023437499998,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9207588075880758
SPY201113C00370000,2020-11-10 18:14:23,370.0,0.08,0.07,0.08,-0.11,-57.894737,4205.0,9856.0,0.233406103515625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9182702702702702
SPY201113C00371000,2020-11-10 18:00:20,371.0,0.05,0.05,0.06,-0.09,-64.28572,283.0,3532.0,0.233406103515625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9157951482479784
SPY201113C00372000,2020-11-10 18:14:50,372.0,0.04,0.04,0.05,-0.08,-66.66667,2583.0,10940.0,0.23828886718749998,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9133333333333333
SPY201113C00373000,2020-11-10 18:03:36,373.0,0.03,0.03,0.04,-0.060000002,-66.66667,464.0,1024.0,0.24024197265624997,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9108847184986595
SPY201113C00374000,2020-11-10 17:54:28,374.0,0.03,0.02,0.03,-0.03,-50.0,355.0,1936.0,0.24024197265624997,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9084491978609626
SPY201113C00375000,2020-11-10 17:49:57,375.0,0.03,0.02,0.03,-0.020000001,-40.000004,3695.0,4078.0,0.2500075,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9060266666666666
SPY201113C00376000,2020-11-10 18:14:07,376.0,0.02,0.01,0.02,-0.02,-50.0,293.0,1469.0,0.24805439453125,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9036170212765957
SPY201113C00377000,2020-11-10 16:40:12,377.0,0.02,0.01,0.02,-0.02,-50.0,51.0,1305.0,0.257819921875,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.9012201591511936
SPY201113C00378000,2020-11-10 17:09:42,378.0,0.02,0.01,0.02,-0.02,-50.0,132.0,749.0,0.26563234375,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8988359788359788
SPY201113C00379000,2020-11-10 17:00:32,379.0,0.01,0.01,0.02,-0.02,-66.66667,1272.0,1728.0,0.273444765625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8964643799472295
SPY201113C00380000,2020-11-10 17:56:55,380.0,0.01,0.01,0.02,-0.02,-66.66667,361.0,4077.0,0.28321029296874994,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8941052631578947
SPY201113C00381000,2020-11-10 17:52:24,381.0,0.01,0.0,0.01,-0.02,-66.66667,250.0,444.0,0.273444765625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.891758530183727
SPY201113C00382000,2020-11-09 20:59:20,382.0,0.01,0.0,0.01,-0.02,-66.66667,4.0,461.0,0.28125718749999995,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8894240837696334
SPY201113C00383000,2020-11-09 21:09:21,383.0,0.02,0.0,0.01,0.0,0.0,127.0,107.0,0.2890696093749999,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8871018276762402
SPY201113C00384000,2020-11-10 14:33:50,384.0,0.01,0.0,0.01,-0.01,-50.0,2.0,78.0,0.29688203124999996,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8847916666666666
SPY201113C00385000,2020-11-09 20:56:51,385.0,0.01,0.0,0.01,-0.01,-50.0,7.0,2065.0,0.304694453125,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8824935064935064
SPY201113C00386000,2020-11-09 20:30:36,386.0,0.01,0.0,0.01,-0.01,-50.0,1.0,80.0,0.31250687499999996,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8802072538860103
SPY201113C00387000,2020-11-09 20:30:36,387.0,0.01,0.0,0.01,-0.01,-50.0,1.0,90.0,0.32031929687499994,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8779328165374677
SPY201113C00388000,2020-11-05 18:06:54,388.0,0.01,0.0,0.01,-0.01,-50.0,1.0,44.0,0.32813171874999997,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8756701030927835
SPY201113C00390000,2020-11-09 20:32:09,390.0,0.02,0.0,0.01,0.0,0.0,169.0,247.0,0.3437565625,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8711794871794871
SPY201113C00395000,2020-11-09 21:02:46,395.0,0.01,0.0,0.01,0.0,0.0,1383.0,1230.0,0.38281867187499996,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8601518987341772
SPY201113C00400000,2020-11-09 21:14:49,400.0,0.01,0.0,0.01,0.0,0.0,5.0,2626.0,0.42188078125,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8493999999999999
SPY201113C00405000,2020-11-09 19:00:43,405.0,0.01,0.0,0.01,0.0,0.0,240.0,6185.0,0.46094289062500005,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8389135802469135
SPY201113C00410000,2020-11-02 18:20:27,410.0,0.01,0.0,0.01,0.0,0.0,3.0,243.0,0.49219257812500006,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8286829268292683
SPY201113C00415000,2020-11-04 14:36:26,415.0,0.01,0.0,0.01,0.0,0.0,52.0,63.0,0.500005,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.8186987951807229
SPY201113C00420000,2020-10-30 18:23:50,420.0,0.01,0.0,0.01,0.0,0.0,1.0,241.0,0.5312546875,False,REGULAR,USD,calls,339.76,2020-11-12 00:00:00,0.005555555555555556,0.808952380952381
SPY201116C00275000,2020-11-02 20:47:11,275.0,54.7,78.24,79.16,0.0,0.0,,14.0,1.12891060546875,True,REGULAR,USD,calls,339.76,2020-11-15 00:00:00,0.013888888888888888,1.235490909090909
SPY201116C00280000,2020-11-05 15:21:32,280.0,72.28,73.6,74.39,0.0,0.0,2.0,130.0,1.1167036352539061,True,REGULAR,USD,calls,339.76,2020-11-15 00:00:00,0.013888888888888888,1.2134285714285713
SPY201116C00285000,2020-11-09 16:42:23,285.0,75.05,68.68,68.9,0.0,0.0,1.0,10.0,1.0122119702148438,True,REGULAR,USD,calls,339.76,2020-11-15 00:00:00,0.013888888888888888,1.192140350877193
